input1;input2;target
7505;5848;13353
9201;3470;12671
4055;4053;8108
9962;327;10289
560;5874;6434
1619;9640;11259
162;3155;3317
4916;5841;10757
2609;5943;8552
4308;9984;14292
9853;6217;16070
2118;1890;4008
5200;6082;11282
156;5154;5310
1777;1656;3433
8066;4492;12558
8041;7136;15177
3583;5697;9280
2739;8856;11595
1122;1732;2854
2590;6590;9180
3223;2172;5395
4184;1750;5934
7830;1990;9820
4864;7411;12275
6095;2605;8700
9108;5734;14842
6658;9351;16009
3780;683;4463
8159;8701;16860
8630;5575;14205
2379;9215;11594
7010;8416;15426
8968;6027;14995
2434;7764;10198
7454;5328;12782
5602;8530;14132
5061;755;5816
7571;1237;8808
8515;2695;11210
1918;1230;3148
8198;5199;13397
5145;6778;11923
4928;6123;11051
4684;4230;8914
876;8268;9144
1983;7572;9555
8462;5565;14027
3975;7079;11054
857;7243;8100
9264;7243;16507
3377;8003;11380
4222;9032;13254
8955;3033;11988
953;5617;6570
1645;9576;11221
3807;636;4443
8747;5856;14603
9647;8839;18486
3194;3053;6247
2595;7071;9666
7631;1939;9570
5029;145;5174
4115;3691;7806
707;7721;8428
2312;8387;10699
1289;7176;8465
9771;3819;13590
4573;5167;9740
5459;9448;14907
9610;5337;14947
7307;6754;14061
979;5882;6861
8566;1101;9667
4936;2841;7777
5462;8813;14275
1782;5050;6832
1164;8780;9944
6625;291;6916
6679;2511;9190
3546;4763;8309
2152;197;2349
9106;5713;14819
2585;1249;3834
1344;5992;7336
4467;5387;9854
6930;7294;14224
74;2894;2968
790;4734;5524
8706;5336;14042
4802;1535;6337
5534;7821;13355
6730;9508;16238
2818;9934;12752
8785;627;9412
8579;578;9157
9515;114;9629
9872;4419;14291
1232;3600;4832
1873;369;2242
7189;6985;14174
6744;5;6749
2448;3490;5938
84;334;418
6578;4641;11219
6614;7741;14355
6092;3394;9486
7042;9704;16746
3201;5324;8525
2339;3394;5733
2419;937;3356
9561;5901;15462
1228;6718;7946
1373;4597;5970
9290;6854;16144
9762;37;9799
6561;2921;9482
6103;6402;12505
675;867;1542
8241;2674;10915
1676;7273;8949
2548;2111;4659
3397;6767;10164
3601;3415;7016
6159;3059;9218
5831;1936;7767
3661;1118;4779
468;9335;9803
9816;9811;19627
5422;9914;15336
6809;8082;14891
5551;2076;7627
1768;1392;3160
7736;9205;16941
2084;6219;8303
8802;5729;14531
3642;5279;8921
9825;2200;12025
7729;2735;10464
9718;7293;17011
442;1501;1943
1381;7178;8559
9078;6850;15928
662;5673;6335
2951;693;3644
7764;6848;14612
984;9560;10544
7416;1822;9238
7096;1443;8539
8591;3066;11657
8124;1571;9695
3536;1852;5388
1462;7311;8773
1150;5621;6771
1642;8166;9808
8940;3559;12499
1920;3631;5551
3556;4951;8507
6173;9948;16121
4680;1514;6194
1658;425;2083
9700;4018;13718
5348;1908;7256
3721;5710;9431
7804;6575;14379
1353;6826;8179
1115;7066;8181
5446;8443;13889
8996;9863;18859
8931;4107;13038
9691;3881;13572
5915;941;6856
8205;8047;16252
4602;8735;13337
9652;5992;15644
9673;9047;18720
5520;4585;10105
3824;5119;8943
3806;5065;8871
6344;2125;8469
9043;1806;10849
5397;7555;12952
2162;2118;4280
7741;2332;10073
3931;6357;10288
514;8507;9021
8782;2072;10854
1294;6969;8263
2346;13;2359
2434;8120;10554
2770;8883;11653
1048;9129;10177
6752;2295;9047
1805;7360;9165
4851;5467;10318
15;6382;6397
8661;9845;18506
519;6791;7310
5249;6913;12162
993;1961;2954
223;4647;4870
2453;435;2888
5580;3750;9330
6629;2433;9062
8681;4797;13478
9257;7087;16344
2804;5808;8612
3676;5303;8979
6355;4614;10969
9763;1225;10988
3411;8829;12240
6074;2832;8906
8510;922;9432
7218;2626;9844
8149;5624;13773
4093;750;4843
4005;6453;10458
2441;1412;3853
4931;1645;6576
5604;5558;11162
291;7950;8241
8509;6679;15188
4556;8233;12789
9100;7696;16796
1814;1111;2925
5865;1093;6958
3222;4179;7401
5488;434;5922
3242;6614;9856
1953;6746;8699
8874;1320;10194
8917;4111;13028
6005;5315;11320
7775;2608;10383
4934;9962;14896
5697;5462;11159
4061;8211;12272
3516;7394;10910
2369;3694;6063
1113;6224;7337
4611;6132;10743
2844;7829;10673
855;2029;2884
1312;8615;9927
9231;775;10006
4341;5373;9714
2274;4314;6588
9130;6919;16049
4589;7808;12397
9500;4519;14019
7666;5743;13409
5849;6934;12783
6789;3592;10381
8371;2824;11195
143;912;1055
9240;3268;12508
8111;9285;17396
2664;2083;4747
8402;4769;13171
5176;6174;11350
5652;3302;8954
4545;276;4821
3796;6971;10767
1772;5901;7673
4094;10;4104
2296;4533;6829
647;1884;2531
196;3496;3692
8133;1293;9426
9524;7207;16731
724;4643;5367
8860;3552;12412
5717;338;6055
5258;2696;7954
3093;6902;9995
8971;3434;12405
1873;7301;9174
4850;6840;11690
7703;7775;15478
970;2911;3881
3707;582;4289
1980;7900;9880
3105;6073;9178
3123;4069;7192
1260;8175;9435
305;6024;6329
9861;9885;19746
9897;6935;16832
548;8833;9381
5225;3972;9197
1339;6000;7339
4583;7588;12171
8063;9385;17448
3164;806;3970
3192;7724;10916
4259;3574;7833
1136;3126;4262
1412;6869;8281
7495;6307;13802
6879;460;7339
2337;897;3234
7505;3012;10517
9256;9078;18334
1757;6359;8116
5335;4861;10196
5216;8237;13453
7520;3954;11474
4635;9804;14439
6905;9095;16000
1859;3461;5320
6210;974;7184
9025;1939;10964
9828;8707;18535
5954;4839;10793
5203;7259;12462
1282;7981;9263
6805;6575;13380
4329;6257;10586
3059;2583;5642
4225;7739;11964
974;7115;8089
4761;4189;8950
4133;7735;11868
5048;4526;9574
6387;5534;11921
4614;5619;10233
5889;6366;12255
6081;6006;12087
5278;9203;14481
520;4179;4699
7597;4381;11978
2139;2814;4953
5907;8604;14511
8911;7709;16620
6231;755;6986
1813;762;2575
3004;6613;9617
4398;3741;8139
6178;263;6441
9836;227;10063
6993;3249;10242
3687;5148;8835
9488;9700;19188
2138;1023;3161
7794;2296;10090
4824;3993;8817
9925;2039;11964
5161;2026;7187
9395;8072;17467
8982;5332;14314
1957;7914;9871
5528;847;6375
909;7568;8477
6804;5719;12523
3305;1775;5080
6760;6894;13654
5858;6887;12745
4786;4606;9392
8576;6839;15415
5812;7765;13577
7565;9184;16749
5128;8537;13665
3064;875;3939
8990;7919;16909
2708;9224;11932
5670;7643;13313
4078;6102;10180
5193;9013;14206
4099;9188;13287
3539;243;3782
7613;8500;16113
8332;4973;13305
5695;6594;12289
9236;3790;13026
8181;5570;13751
1277;6951;8228
2390;2064;4454
7948;1354;9302
6577;2124;8701
4219;4364;8583
4290;767;5057
5014;5261;10275
3896;4992;8888
1260;3532;4792
5166;4578;9744
4542;1866;6408
2926;4187;7113
525;4448;4973
9944;6902;16846
7800;1493;9293
8284;8966;17250
9194;5204;14398
9711;9165;18876
4542;8362;12904
8577;5932;14509
422;695;1117
7093;4894;11987
4336;2963;7299
413;685;1098
8822;8543;17365
3883;4564;8447
8540;4808;13348
6569;1346;7915
4702;9626;14328
7305;2640;9945
2172;9940;12112
9041;9626;18667
8757;3860;12617
6015;9348;15363
1433;8476;9909
893;2641;3534
2875;9170;12045
789;6878;7667
7423;392;7815
1858;2485;4343
745;827;1572
221;1517;1738
6931;6611;13542
6006;6713;12719
934;3100;4034
4429;5631;10060
9197;8333;17530
1562;4312;5874
9151;808;9959
5714;1771;7485
2126;189;2315
898;73;971
875;8034;8909
5678;330;6008
1913;1327;3240
9970;3831;13801
9140;1932;11072
5284;5118;10402
642;1001;1643
4910;7044;11954
5806;7237;13043
9190;8843;18033
8987;1044;10031
500;3022;3522
7185;4223;11408
6741;3893;10634
1341;6559;7900
4061;657;4718
3235;8734;11969
101;4222;4323
3808;142;3950
6383;5048;11431
2177;4329;6506
2298;2081;4379
9980;7618;17598
2103;7074;9177
5720;4263;9983
7704;2590;10294
7075;7321;14396
325;4137;4462
7025;2664;9689
2109;4205;6314
7161;768;7929
8963;4141;13104
6829;5869;12698
2861;5436;8297
3597;8723;12320
4776;9654;14430
1367;3916;5283
5511;2704;8215
1657;9254;10911
24;235;259
4259;8807;13066
8225;9987;18212
2714;6821;9535
3530;235;3765
4258;528;4786
6273;4567;10840
3966;9063;13029
3496;8370;11866
9125;8472;17597
306;432;738
3881;2764;6645
6354;6438;12792
1793;7719;9512
7110;7113;14223
449;7935;8384
2418;5050;7468
3511;8917;12428
614;7697;8311
1795;1062;2857
7294;3934;11228
4864;2116;6980
2784;2692;5476
8580;6441;15021
5733;7855;13588
2828;8052;10880
41;5144;5185
6167;3910;10077
6223;9636;15859
6468;1491;7959
7735;6275;14010
8271;3272;11543
5136;8967;14103
9686;9998;19684
964;2081;3045
341;9855;10196
8716;8557;17273
451;9863;10314
8984;7261;16245
5958;3962;9920
5955;4420;10375
3647;7286;10933
2926;1628;4554
8441;8833;17274
2511;6971;9482
6568;3868;10436
2991;9798;12789
2750;676;3426
8617;2658;11275
7481;6206;13687
4593;2181;6774
6786;619;7405
5325;2137;7462
8890;4366;13256
4137;7335;11472
5515;7643;13158
2622;2397;5019
2004;9658;11662
7987;3383;11370
9355;983;10338
4825;4832;9657
7710;9307;17017
2108;2062;4170
7534;1111;8645
1562;3972;5534
4031;9786;13817
4875;2141;7016
9693;9252;18945
2227;5713;7940
746;2240;2986
5284;5055;10339
7604;5297;12901
7587;2757;10344
4012;1867;5879
4333;3357;7690
5607;7920;13527
950;8907;9857
4734;9021;13755
5888;3200;9088
8084;8785;16869
9280;648;9928
1117;4373;5490
6001;1772;7773
9424;3284;12708
2130;4873;7003
853;2041;2894
691;8951;9642
6957;2057;9014
8221;2051;10272
605;5292;5897
4274;6302;10576
1634;8047;9681
1681;5637;7318
8631;5122;13753
1675;6363;8038
2396;3883;6279
5692;210;5902
9053;9481;18534
4679;6400;11079
3632;6825;10457
1636;2048;3684
7050;4082;11132
9204;741;9945
6781;2046;8827
9897;9934;19831
3009;3496;6505
8809;5086;13895
459;2799;3258
483;4525;5008
7769;8519;16288
3386;9821;13207
9566;9373;18939
971;6863;7834
3044;358;3402
6120;8098;14218
7768;4077;11845
7314;175;7489
8337;7504;15841
4810;1355;6165
5869;9003;14872
3373;5920;9293
213;2597;2810
1223;3035;4258
782;2396;3178
8002;3131;11133
8407;6394;14801
197;319;516
7638;3447;11085
1317;8448;9765
8703;3862;12565
9012;1651;10663
7721;8504;16225
1766;7237;9003
5583;9641;15224
2464;8886;11350
9898;7899;17797
6554;5734;12288
260;2928;3188
2122;2009;4131
7108;7130;14238
6413;659;7072
1569;3933;5502
3943;6915;10858
7802;2333;10135
8413;9945;18358
3339;3359;6698
4059;95;4154
1937;4117;6054
8218;6181;14399
2337;4767;7104
1811;9327;11138
3126;7808;10934
303;8655;8958
4709;5918;10627
231;7729;7960
7198;2263;9461
8499;4803;13302
1313;1047;2360
2055;7252;9307
978;6965;7943
6509;3633;10142
2226;7931;10157
6474;1397;7871
417;4328;4745
5112;6092;11204
7823;3000;10823
3474;3911;7385
4699;6934;11633
3301;5977;9278
5746;7344;13090
2009;6814;8823
9868;8725;18593
258;8851;9109
9006;412;9418
856;7835;8691
2590;7838;10428
9369;4725;14094
8549;1316;9865
6642;1684;8326
354;5199;5553
7908;8602;16510
4841;8740;13581
7512;5245;12757
9194;4285;13479
6920;7423;14343
6839;1876;8715
6609;1786;8395
9365;958;10323
1497;9537;11034
9714;6914;16628
814;7135;7949
6425;4066;10491
6937;4292;11229
2037;5847;7884
8592;3951;12543
7151;864;8015
2231;5057;7288
8852;8908;17760
6881;7714;14595
187;2551;2738
2720;5485;8205
2432;5890;8322
8394;5207;13601
2784;1705;4489
4409;100;4509
5366;3955;9321
6203;3706;9909
2790;3875;6665
8420;113;8533
4183;1530;5713
3787;2583;6370
746;8500;9246
9786;4001;13787
7284;4522;11806
2926;2016;4942
6543;3351;9894
1332;6005;7337
2794;7483;10277
526;3626;4152
2352;1951;4303
4880;8505;13385
341;5172;5513
1619;9575;11194
2611;3570;6181
1368;3633;5001
2227;7514;9741
9653;2960;12613
2183;2084;4267
5457;1245;6702
8348;2534;10882
4032;1030;5062
9489;2054;11543
9005;3342;12347
7355;8530;15885
4377;2480;6857
186;2527;2713
1008;6578;7586
4306;9416;13722
553;3158;3711
3513;1753;5266
7562;4084;11646
514;7102;7616
576;3003;3579
6246;604;6850
7701;206;7907
1458;9536;10994
6777;179;6956
5157;5372;10529
5856;3376;9232
7713;9854;17567
7101;3902;11003
2140;6717;8857
1307;143;1450
7665;9379;17044
7243;716;7959
8662;1515;10177
6144;8555;14699
8186;460;8646
5869;9650;15519
2962;1808;4770
9691;504;10195
4371;3032;7403
8799;8078;16877
7029;3619;10648
4930;1479;6409
8037;2868;10905
3978;888;4866
6389;411;6800
8861;6600;15461
352;836;1188
8660;1315;9975
5185;1705;6890
3058;6298;9356
1941;8201;10142
7604;273;7877
949;6717;7666
789;7406;8195
6858;2386;9244
1012;917;1929
4256;1013;5269
5025;686;5711
583;1283;1866
2103;9265;11368
8227;5682;13909
704;713;1417
7136;7718;14854
8969;6429;15398
8396;3468;11864
2388;6003;8391
8088;8067;16155
147;9644;9791
427;2647;3074
7980;1504;9484
290;546;836
5454;662;6116
6952;8857;15809
1585;9944;11529
284;2094;2378
8814;4655;13469
1520;9663;11183
5506;3085;8591
5063;4273;9336
1288;4744;6032
775;7436;8211
1440;4825;6265
2340;6285;8625
9467;4567;14034
4809;7510;12319
4341;2809;7150
9522;6224;15746
9102;6902;16004
9389;8204;17593
8512;3055;11567
3149;6604;9753
3990;7706;11696
8029;1025;9054
4180;3199;7379
1981;9754;11735
9279;9598;18877
5224;821;6045
1142;6359;7501
1631;6834;8465
2961;4662;7623
9662;823;10485
1663;2020;3683
936;8859;9795
4954;2754;7708
8914;5325;14239
247;799;1046
3208;7591;10799
5049;8855;13904
1202;1714;2916
3448;4350;7798
9183;9108;18291
8174;7261;15435
676;6349;7025
9527;7327;16854
3796;6814;10610
6076;8623;14699
8923;4516;13439
311;7272;7583
4742;984;5726
3730;1264;4994
7556;6657;14213
5151;4749;9900
5139;533;5672
7620;1865;9485
3285;6348;9633
1359;9454;10813
3377;7793;11170
6413;2105;8518
1021;3779;4800
6658;2591;9249
4047;1547;5594
3916;9105;13021
4467;1718;6185
4336;4935;9271
3511;1371;4882
7657;6220;13877
562;3191;3753
3814;4345;8159
1349;9977;11326
9559;4738;14297
4254;5328;9582
5180;5034;10214
3469;6908;10377
3207;3193;6400
22;7701;7723
2103;2894;4997
3846;3706;7552
4579;9303;13882
560;5454;6014
4576;8584;13160
9263;8313;17576
7792;4878;12670
7705;4951;12656
7322;6849;14171
6023;4555;10578
4930;7547;12477
6543;193;6736
2823;8528;11351
4218;4865;9083
6136;8538;14674
5801;2343;8144
6444;3731;10175
1621;6553;8174
8763;3114;11877
8127;7384;15511
7756;2255;10011
4098;3155;7253
4430;6960;11390
6654;2363;9017
9646;6540;16186
3765;2145;5910
5927;884;6811
2999;7422;10421
106;8669;8775
4178;51;4229
7949;9796;17745
7195;2889;10084
959;5458;6417
4819;4704;9523
4624;3726;8350
9019;6647;15666
9439;1156;10595
5742;5563;11305
2589;6222;8811
3752;320;4072
9309;6460;15769
3147;3812;6959
6777;7810;14587
7363;302;7665
2059;6087;8146
7177;4655;11832
742;7135;7877
2533;9395;11928
3524;6265;9789
5505;7934;13439
8746;8287;17033
6016;8982;14998
6298;1188;7486
6697;9833;16530
6393;9377;15770
4363;8298;12661
3666;6975;10641
3353;9546;12899
7799;2921;10720
2395;6579;8974
7026;8179;15205
1955;2541;4496
7341;5706;13047
1909;2933;4842
3206;2422;5628
9941;9156;19097
1549;1574;3123
2168;8834;11002
1011;3293;4304
3404;1689;5093
7419;8719;16138
7813;5208;13021
9244;4556;13800
1908;973;2881
3114;40;3154
5592;1943;7535
9290;1202;10492
5811;4771;10582
1432;4262;5694
7223;7109;14332
351;1447;1798
2232;5851;8083
6727;7906;14633
6092;5497;11589
4443;2874;7317
6619;2521;9140
2864;2212;5076
2903;8333;11236
6265;1305;7570
5404;6827;12231
351;2793;3144
2642;1001;3643
898;2562;3460
384;3402;3786
8691;5135;13826
8382;6582;14964
7437;1599;9036
9574;734;10308
9499;217;9716
1711;3558;5269
1655;5222;6877
9354;1979;11333
7119;2027;9146
1592;4418;6010
2615;9508;12123
9251;2383;11634
7529;6646;14175
746;795;1541
7499;1027;8526
9166;5799;14965
1070;3429;4499
5959;1799;7758
8361;7521;15882
5298;6593;11891
2103;6471;8574
7902;8344;16246
9650;4844;14494
379;8312;8691
2190;3594;5784
3142;1037;4179
9504;8135;17639
505;980;1485
3749;3615;7364
5300;7502;12802
9336;6778;16114
6239;9910;16149
5715;5524;11239
3941;3660;7601
5112;6741;11853
8945;6568;15513
2669;4912;7581
1003;1329;2332
2822;5114;7936
6107;4982;11089
4743;5463;10206
7563;2215;9778
151;2247;2398
2724;2032;4756
1909;2607;4516
8404;9658;18062
6860;1375;8235
3881;1629;5510
1812;3496;5308
7918;8911;16829
994;5109;6103
335;2009;2344
8302;1515;9817
5924;5074;10998
5699;8674;14373
4688;776;5464
9385;6846;16231
5979;6625;12604
9146;6329;15475
148;1341;1489
6899;1826;8725
4035;9830;13865
1901;6748;8649
233;5007;5240
5245;8418;13663
2418;5730;8148
6026;1188;7214
6637;9032;15669
9396;3693;13089
4858;4857;9715
263;7180;7443
6466;6988;13454
8047;4378;12425
3946;5130;9076
2812;6628;9440
6515;7198;13713
5792;286;6078
4194;7746;11940
4844;1149;5993
9627;9717;19344
8456;725;9181
6326;5632;11958
3960;780;4740
9104;2199;11303
396;2400;2796
3987;656;4643
4916;6712;11628
7439;5117;12556
3208;2860;6068
5567;5851;11418
2351;2587;4938
2469;2443;4912
557;4114;4671
2812;5865;8677
3696;1156;4852
9325;9745;19070
7561;2930;10491
4342;7162;11504
4517;7011;11528
7281;4796;12077
8350;9214;17564
939;6676;7615
1341;9537;10878
9605;1106;10711
3443;6757;10200
2431;5334;7765
8543;9704;18247
2737;9690;12427
8301;5384;13685
94;4683;4777
5742;444;6186
212;3768;3980
3092;4656;7748
6431;8568;14999
9293;873;10166
7249;9698;16947
2570;9656;12226
8911;115;9026
2952;1005;3957
6853;6383;13236
8059;2973;11032
4323;7405;11728
7714;3396;11110
6542;3142;9684
9384;6817;16201
7093;4352;11445
7266;8786;16052
4342;2040;6382
9389;8916;18305
9950;5209;15159
9568;9745;19313
4578;7434;12012
8302;6531;14833
539;6925;7464
8160;9158;17318
1634;4352;5986
9946;4860;14806
7924;4561;12485
8911;3554;12465
5565;9922;15487
7705;8341;16046
4407;8137;12544
1310;9241;10551
5529;9817;15346
7378;5849;13227
8476;1555;10031
2622;4839;7461
6616;9216;15832
6870;2660;9530
138;3458;3596
4754;9873;14627
8654;6654;15308
6035;8582;14617
4863;4180;9043
2143;5621;7764
1246;5651;6897
4606;5202;9808
9207;3148;12355
932;9409;10341
6127;192;6319
6274;1020;7294
7952;2134;10086
2646;9954;12600
5871;4398;10269
7941;4462;12403
8489;9477;17966
640;9175;9815
441;6579;7020
2361;9131;11492
3783;5162;8945
1645;8259;9904
7770;3566;11336
5163;2976;8139
3789;2191;5980
7115;6211;13326
5727;1498;7225
94;1451;1545
8684;9428;18112
1794;9822;11616
8236;331;8567
92;8470;8562
9284;9759;19043
1887;6015;7902
9492;1540;11032
1925;9273;11198
8703;3813;12516
5937;2054;7991
312;3129;3441
3937;41;3978
8823;1257;10080
7352;2858;10210
605;9661;10266
5652;8328;13980
7076;5285;12361
4158;4815;8973
9343;4499;13842
9597;5370;14967
8365;8485;16850
3153;1786;4939
3265;6365;9630
6244;7311;13555
5626;8048;13674
8165;4060;12225
5;8408;8413
5181;7356;12537
3018;9221;12239
713;5358;6071
2217;4704;6921
1927;7611;9538
4413;5046;9459
5929;223;6152
8877;8399;17276
8971;7140;16111
7611;2139;9750
2195;8024;10219
1606;5564;7170
8324;5040;13364
2764;1937;4701
8579;9864;18443
6038;8764;14802
4350;2408;6758
8825;1268;10093
2144;6368;8512
5599;7362;12961
8741;9004;17745
5004;7539;12543
519;3303;3822
1150;2106;3256
6075;4462;10537
6314;9291;15605
9674;9729;19403
1270;5660;6930
8921;5672;14593
2907;522;3429
7175;3253;10428
3999;3;4002
6713;6318;13031
5834;562;6396
4648;1998;6646
7452;4080;11532
9134;4493;13627
1604;9772;11376
4792;107;4899
8884;8735;17619
8699;9557;18256
4736;3931;8667
2970;2823;5793
553;3828;4381
4355;7686;12041
8848;6584;15432
